code,name,value_range,options,candidate_map,依据
0541_5930_04,低温仓储物流设施合规,仓储/运输设施符合规范且有许可,仓储 / 运输设施符合规范且有许可,"{""仓储"": 100, ""运输设施符合规范且有许可"": 25}",启发生成（需人工审核）
0541_5942_01,危险化学品年交易额,近12个月成交/营业额,近12个月成交 / 营业额,"{""近12个月成交"": 100, ""营业额"": 25}",启发生成（需人工审核）
0541_5942_04,危险化学品仓储物流设施合规,仓储/运输设施符合规范且有许可,仓储 / 运输设施符合规范且有许可,"{""仓储"": 100, ""运输设施符合规范且有许可"": 25}",启发生成（需人工审核）
0541_5951_01,谷物年交易额,近12个月成交/营业额,近12个月成交 / 营业额,"{""近12个月成交"": 100, ""营业额"": 25}",启发生成（需人工审核）
0541_5951_04,谷物仓储物流设施合规,仓储/运输设施符合规范且有许可,仓储 / 运输设施符合规范且有许可,"{""仓储"": 100, ""运输设施符合规范且有许可"": 25}",启发生成（需人工审核）
0541_5952_01,棉花年交易额,近12个月成交/营业额,近12个月成交 / 营业额,"{""近12个月成交"": 100, ""营业额"": 25}",启发生成（需人工审核）
0541_5952_04,棉花仓储物流设施合规,仓储/运输设施符合规范且有许可,仓储 / 运输设施符合规范且有许可,"{""仓储"": 100, ""运输设施符合规范且有许可"": 25}",启发生成（需人工审核）
0541_5959_01,其他农产品年交易额,近12个月成交/营业额,近12个月成交 / 营业额,"{""近12个月成交"": 100, ""营业额"": 25}",启发生成（需人工审核）
0541_5959_04,其他农产品仓储物流设施合规,仓储/运输设施符合规范且有许可,仓储 / 运输设施符合规范且有许可,"{""仓储"": 100, ""运输设施符合规范且有许可"": 25}",启发生成（需人工审核）
0542_5960_01,中药材年交易额,近12个月成交/营业额,近12个月成交 / 营业额,"{""近12个月成交"": 100, ""营业额"": 25}",启发生成（需人工审核）
0542_5960_04,中药材仓储物流设施合规,仓储/运输设施符合规范且有许可,仓储 / 运输设施符合规范且有许可,"{""仓储"": 100, ""运输设施符合规范且有许可"": 25}",启发生成（需人工审核）
0543_6010_01,邮政基本年交易额,近12个月成交/营业额,近12个月成交 / 营业额,"{""近12个月成交"": 100, ""营业额"": 25}",启发生成（需人工审核）
0543_6010_04,邮政基本仓储物流设施合规,仓储/运输设施符合规范且有许可,仓储 / 运输设施符合规范且有许可,"{""仓储"": 100, ""运输设施符合规范且有许可"": 25}",启发生成（需人工审核）
0543_6020_01,快递年交易额,近12个月成交/营业额,近12个月成交 / 营业额,"{""近12个月成交"": 100, ""营业额"": 25}",启发生成（需人工审核）
0543_6020_04,快递仓储物流设施合规,仓储/运输设施符合规范且有许可,仓储 / 运输设施符合规范且有许可,"{""仓储"": 100, ""运输设施符合规范且有许可"": 25}",启发生成（需人工审核）
0543_6090_01,其他寄递年交易额,近12个月成交/营业额,近12个月成交 / 营业额,"{""近12个月成交"": 100, ""营业额"": 25}",启发生成（需人工审核）
0543_6090_04,其他寄递仓储物流设施合规,仓储/运输设施符合规范且有许可,仓储 / 运输设施符合规范且有许可,"{""仓储"": 100, ""运输设施符合规范且有许可"": 25}",启发生成（需人工审核）
061_03,科研经费到位率,实到经费/合同经费,实到经费 / 合同经费,"{""实到经费"": 100, ""合同经费"": 25}",启发生成（需人工审核）
0610_01,在研科研项目数,生物工程/环保技术研究项目数,生物工程 / 环保技术研究项目数,"{""生物工程"": 100, ""环保技术研究项目数"": 25}",启发生成（需人工审核）
0610_7320_01,工程和技术研究和试验发展年服务收入,近12个月科研/服务收入,近12个月科研 / 服务收入,"{""近12个月科研"": 100, ""服务收入"": 25}",启发生成（需人工审核）
0610_7320_04,工程和技术研究和试验发展资质认证合规,资质/许可/认证齐备,资质 / 许可 / 认证齐备,"{""资质"": 100, ""许可"": 62, ""认证齐备"": 25}",启发生成（需人工审核）
062_01,寒地试验基地面积,自有/合作试验基地,自有 / 合作试验基地,"{""自有"": 100, ""合作试验基地"": 25}",启发生成（需人工审核）
062_03,试验基地面积,自有/合作试验基地,自有 / 合作试验基地,"{""自有"": 100, ""合作试验基地"": 25}",启发生成（需人工审核）
0620_7330_01,农业科学研究和试验发展年服务收入,近12个月科研/服务收入,近12个月科研 / 服务收入,"{""近12个月科研"": 100, ""服务收入"": 25}",启发生成（需人工审核）
0620_7330_04,农业科学研究和试验发展资质认证合规,资质/许可/认证齐备,资质 / 许可 / 认证齐备,"{""资质"": 100, ""许可"": 62, ""认证齐备"": 25}",启发生成（需人工审核）
0631_7410_01,气象年服务收入,近12个月科研/服务收入,近12个月科研 / 服务收入,"{""近12个月科研"": 100, ""服务收入"": 25}",启发生成（需人工审核）
0631_7410_04,气象资质认证合规,资质/许可/认证齐备,资质 / 许可 / 认证齐备,"{""资质"": 100, ""许可"": 62, ""认证齐备"": 25}",启发生成（需人工审核）
0632_7493_01,兽医年服务收入,近12个月科研/服务收入,近12个月科研 / 服务收入,"{""近12个月科研"": 100, ""服务收入"": 25}",启发生成（需人工审核）
0632_7493_04,兽医资质认证合规,资质/许可/认证齐备,资质 / 许可 / 认证齐备,"{""资质"": 100, ""许可"": 62, ""认证齐备"": 25}",启发生成（需人工审核）
0633_7451_01,检验检疫年服务收入,近12个月科研/服务收入,近12个月科研 / 服务收入,"{""近12个月科研"": 100, ""服务收入"": 25}",启发生成（需人工审核）
0633_7451_04,检验检疫资质认证合规,资质/许可/认证齐备,资质 / 许可 / 认证齐备,"{""资质"": 100, ""许可"": 62, ""认证齐备"": 25}",启发生成（需人工审核）
0633_7452_01,检测年服务收入,近12个月科研/服务收入,近12个月科研 / 服务收入,"{""近12个月科研"": 100, ""服务收入"": 25}",启发生成（需人工审核）
0633_7452_04,检测资质认证合规,资质/许可/认证齐备,资质 / 许可 / 认证齐备,"{""资质"": 100, ""许可"": 62, ""认证齐备"": 25}",启发生成（需人工审核）
0633_7453_01,计量年服务收入,近12个月科研/服务收入,近12个月科研 / 服务收入,"{""近12个月科研"": 100, ""服务收入"": 25}",启发生成（需人工审核）
0633_7453_04,计量资质认证合规,资质/许可/认证齐备,资质 / 许可 / 认证齐备,"{""资质"": 100, ""许可"": 62, ""认证齐备"": 25}",启发生成（需人工审核）
0633_7454_01,标准化年服务收入,近12个月科研/服务收入,近12个月科研 / 服务收入,"{""近12个月科研"": 100, ""服务收入"": 25}",启发生成（需人工审核）
0633_7454_04,标准化资质认证合规,资质/许可/认证齐备,资质 / 许可 / 认证齐备,"{""资质"": 100, ""许可"": 62, ""认证齐备"": 25}",启发生成（需人工审核）
0633_7455_01,认证认可年服务收入,近12个月科研/服务收入,近12个月科研 / 服务收入,"{""近12个月科研"": 100, ""服务收入"": 25}",启发生成（需人工审核）
0633_7455_04,认证认可资质认证合规,资质/许可/认证齐备,资质 / 许可 / 认证齐备,"{""资质"": 100, ""许可"": 62, ""认证齐备"": 25}",启发生成（需人工审核）
0633_7459_01,其他质检技术年服务收入,近12个月科研/服务收入,近12个月科研 / 服务收入,"{""近12个月科研"": 100, ""服务收入"": 25}",启发生成（需人工审核）
0633_7459_04,其他质检技术资质认证合规,资质/许可/认证齐备,资质 / 许可 / 认证齐备,"{""资质"": 100, ""许可"": 62, ""认证齐备"": 25}",启发生成（需人工审核）
0634_7462_01,生态资源监测年服务收入,近12个月科研/服务收入,近12个月科研 / 服务收入,"{""近12个月科研"": 100, ""服务收入"": 25}",启发生成（需人工审核）
0634_7462_04,生态资源监测资质认证合规,资质/许可/认证齐备,资质 / 许可 / 认证齐备,"{""资质"": 100, ""许可"": 62, ""认证齐备"": 25}",启发生成（需人工审核）
0635_7485_01,规划设计年服务收入,近12个月科研/服务收入,近12个月科研 / 服务收入,"{""近12个月科研"": 100, ""服务收入"": 25}",启发生成（需人工审核）
0635_7485_04,规划设计资质认证合规,资质/许可/认证齐备,资质 / 许可 / 认证齐备,"{""资质"": 100, ""许可"": 62, ""认证齐备"": 25}",启发生成（需人工审核）
0636_7499_01,其他未列明专业技术服务业年服务收入,近12个月科研/服务收入,近12个月科研 / 服务收入,"{""近12个月科研"": 100, ""服务收入"": 25}",启发生成（需人工审核）
0636_7499_04,其他未列明专业技术服务业资质认证合规,资质/许可/认证齐备,资质 / 许可 / 认证齐备,"{""资质"": 100, ""许可"": 62, ""认证齐备"": 25}",启发生成（需人工审核）
0640_7511_01,农林牧渔技术推广年服务收入,近12个月科研/服务收入,近12个月科研 / 服务收入,"{""近12个月科研"": 100, ""服务收入"": 25}",启发生成（需人工审核）
0640_7511_04,农林牧渔技术推广资质认证合规,资质/许可/认证齐备,资质 / 许可 / 认证齐备,"{""资质"": 100, ""许可"": 62, ""认证齐备"": 25}",启发生成（需人工审核）
0650_7512_01,生物技术推广年服务收入,近12个月科研/服务收入,近12个月科研 / 服务收入,"{""近12个月科研"": 100, ""服务收入"": 25}",启发生成（需人工审核）
0650_7512_04,生物技术推广资质认证合规,资质/许可/认证齐备,资质 / 许可 / 认证齐备,"{""资质"": 100, ""许可"": 62, ""认证齐备"": 25}",启发生成（需人工审核）
071_01,办学资质与备案,是否经教育/人社部门批准,是否经教育 / 人社部门批准,"{""是否经教育"": 100, ""人社部门批准"": 25}",启发生成（需人工审核）
0711_8336_01,中等职业学校年服务收入,近12个月科研/服务收入,近12个月科研 / 服务收入,"{""近12个月科研"": 100, ""服务收入"": 25}",启发生成（需人工审核）
0711_8336_04,中等职业学校资质认证合规,资质/许可/认证齐备,资质 / 许可 / 认证齐备,"{""资质"": 100, ""许可"": 62, ""认证齐备"": 25}",启发生成（需人工审核）
0712_8341_01,普通高等年服务收入,近12个月科研/服务收入,近12个月科研 / 服务收入,"{""近12个月科研"": 100, ""服务收入"": 25}",启发生成（需人工审核）
0712_8341_04,普通高等资质认证合规,资质/许可/认证齐备,资质 / 许可 / 认证齐备,"{""资质"": 100, ""许可"": 62, ""认证齐备"": 25}",启发生成（需人工审核）
0712_8342_01,成人高等年服务收入,近12个月科研/服务收入,近12个月科研 / 服务收入,"{""近12个月科研"": 100, ""服务收入"": 25}",启发生成（需人工审核）
0712_8342_04,成人高等资质认证合规,资质/许可/认证齐备,资质 / 许可 / 认证齐备,"{""资质"": 100, ""许可"": 62, ""认证齐备"": 25}",启发生成（需人工审核）
0720_8391_01,职业技能年服务收入,近12个月科研/服务收入,近12个月科研 / 服务收入,"{""近12个月科研"": 100, ""服务收入"": 25}",启发生成（需人工审核）
0720_8391_04,职业技能资质认证合规,资质/许可/认证齐备,资质 / 许可 / 认证齐备,"{""资质"": 100, ""许可"": 62, ""认证齐备"": 25}",启发生成（需人工审核）
0731_8610_01,新闻业年服务收入,近12个月科研/服务收入,近12个月科研 / 服务收入,"{""近12个月科研"": 100, ""服务收入"": 25}",启发生成（需人工审核）
0731_8610_04,新闻业资质认证合规,资质/许可/认证齐备,资质 / 许可 / 认证齐备,"{""资质"": 100, ""许可"": 62, ""认证齐备"": 25}",启发生成（需人工审核）
0731_8710_01,广播年服务收入,近12个月科研/服务收入,近12个月科研 / 服务收入,"{""近12个月科研"": 100, ""服务收入"": 25}",启发生成（需人工审核）
0731_8710_04,广播资质认证合规,资质/许可/认证齐备,资质 / 许可 / 认证齐备,"{""资质"": 100, ""许可"": 62, ""认证齐备"": 25}",启发生成（需人工审核）
0731_8720_01,电视年服务收入,近12个月科研/服务收入,近12个月科研 / 服务收入,"{""近12个月科研"": 100, ""服务收入"": 25}",启发生成（需人工审核）
0731_8720_04,电视资质认证合规,资质/许可/认证齐备,资质 / 许可 / 认证齐备,"{""资质"": 100, ""许可"": 62, ""认证齐备"": 25}",启发生成（需人工审核）
0731_8740_01,广播电视集成播控年服务收入,近12个月科研/服务收入,近12个月科研 / 服务收入,"{""近12个月科研"": 100, ""服务收入"": 25}",启发生成（需人工审核）
0731_8740_04,广播电视集成播控资质认证合规,资质/许可/认证齐备,资质 / 许可 / 认证齐备,"{""资质"": 100, ""许可"": 62, ""认证齐备"": 25}",启发生成（需人工审核）
0732_6410_01,互联网接入及相关年服务收入,近12个月科研/服务收入,近12个月科研 / 服务收入,"{""近12个月科研"": 100, ""服务收入"": 25}",启发生成（需人工审核）
0732_6410_04,互联网接入及相关资质认证合规,资质/许可/认证齐备,资质 / 许可 / 认证齐备,"{""资质"": 100, ""许可"": 62, ""认证齐备"": 25}",启发生成（需人工审核）
0732_642_01,互联网信息年服务收入,近12个月科研/服务收入,近12个月科研 / 服务收入,"{""近12个月科研"": 100, ""服务收入"": 25}",启发生成（需人工审核）
0732_642_04,互联网信息资质认证合规,资质/许可/认证齐备,资质 / 许可 / 认证齐备,"{""资质"": 100, ""许可"": 62, ""认证齐备"": 25}",启发生成（需人工审核）
0733_8621_01,图书出版年服务收入,近12个月科研/服务收入,近12个月科研 / 服务收入,"{""近12个月科研"": 100, ""服务收入"": 25}",启发生成（需人工审核）
0733_8621_04,图书出版资质认证合规,资质/许可/认证齐备,资质 / 许可 / 认证齐备,"{""资质"": 100, ""许可"": 62, ""认证齐备"": 25}",启发生成（需人工审核）
0733_8622_01,报纸出版年服务收入,近12个月科研/服务收入,近12个月科研 / 服务收入,"{""近12个月科研"": 100, ""服务收入"": 25}",启发生成（需人工审核）
0733_8622_04,报纸出版资质认证合规,资质/许可/认证齐备,资质 / 许可 / 认证齐备,"{""资质"": 100, ""许可"": 62, ""认证齐备"": 25}",启发生成（需人工审核）
0733_8623_01,期刊出版年服务收入,近12个月科研/服务收入,近12个月科研 / 服务收入,"{""近12个月科研"": 100, ""服务收入"": 25}",启发生成（需人工审核）
0733_8623_04,期刊出版资质认证合规,资质/许可/认证齐备,资质 / 许可 / 认证齐备,"{""资质"": 100, ""许可"": 62, ""认证齐备"": 25}",启发生成（需人工审核）
0733_8624_01,音像制品出版年服务收入,近12个月科研/服务收入,近12个月科研 / 服务收入,"{""近12个月科研"": 100, ""服务收入"": 25}",启发生成（需人工审核）
0733_8624_04,音像制品出版资质认证合规,资质/许可/认证齐备,资质 / 许可 / 认证齐备,"{""资质"": 100, ""许可"": 62, ""认证齐备"": 25}",启发生成（需人工审核）
0733_8625_01,电子出版物出版年服务收入,近12个月科研/服务收入,近12个月科研 / 服务收入,"{""近12个月科研"": 100, ""服务收入"": 25}",启发生成（需人工审核）
0733_8625_04,电子出版物出版资质认证合规,资质/许可/认证齐备,资质 / 许可 / 认证齐备,"{""资质"": 100, ""许可"": 62, ""认证齐备"": 25}",启发生成（需人工审核）
0733_8626_01,数字出版年服务收入,近12个月科研/服务收入,近12个月科研 / 服务收入,"{""近12个月科研"": 100, ""服务收入"": 25}",启发生成（需人工审核）
0733_8626_04,数字出版资质认证合规,资质/许可/认证齐备,资质 / 许可 / 认证齐备,"{""资质"": 100, ""许可"": 62, ""认证齐备"": 25}",启发生成（需人工审核）
0733_8629_01,其他出版业年服务收入,近12个月科研/服务收入,近12个月科研 / 服务收入,"{""近12个月科研"": 100, ""服务收入"": 25}",启发生成（需人工审核）
0733_8629_04,其他出版业资质认证合规,资质/许可/认证齐备,资质 / 许可 / 认证齐备,"{""资质"": 100, ""许可"": 62, ""认证齐备"": 25}",启发生成（需人工审核）
0734_7284_01,文化会展年服务收入,近12个月科研/服务收入,近12个月科研 / 服务收入,"{""近12个月科研"": 100, ""服务收入"": 25}",启发生成（需人工审核）
0734_7284_04,文化会展资质认证合规,资质/许可/认证齐备,资质 / 许可 / 认证齐备,"{""资质"": 100, ""许可"": 62, ""认证齐备"": 25}",启发生成（需人工审核）
0734_7289_01,其他会议、展览及相关年服务收入,近12个月科研/服务收入,近12个月科研 / 服务收入,"{""近12个月科研"": 100, ""服务收入"": 25}",启发生成（需人工审核）
0734_7289_04,其他会议、展览及相关资质认证合规,资质/许可/认证齐备,资质 / 许可 / 认证齐备,"{""资质"": 100, ""许可"": 62, ""认证齐备"": 25}",启发生成（需人工审核）
0735_02,年制作内容量,涉农影视/节目年制作量,涉农影视 / 节目年制作量,"{""涉农影视"": 100, ""节目年制作量"": 25}",启发生成（需人工审核）
0735_6572_01,动漫、游戏数字内容年服务收入,近12个月科研/服务收入,近12个月科研 / 服务收入,"{""近12个月科研"": 100, ""服务收入"": 25}",启发生成（需人工审核）
0735_6572_04,动漫、游戏数字内容资质认证合规,资质/许可/认证齐备,资质 / 许可 / 认证齐备,"{""资质"": 100, ""许可"": 62, ""认证齐备"": 25}",启发生成（需人工审核）
0735_7492_01,专业设计年服务收入,近12个月科研/服务收入,近12个月科研 / 服务收入,"{""近12个月科研"": 100, ""服务收入"": 25}",启发生成（需人工审核）
0735_7492_04,专业设计资质认证合规,资质/许可/认证齐备,资质 / 许可 / 认证齐备,"{""资质"": 100, ""许可"": 62, ""认证齐备"": 25}",启发生成（需人工审核）
0735_8730_01,影视节目年服务收入,近12个月科研/服务收入,近12个月科研 / 服务收入,"{""近12个月科研"": 100, ""服务收入"": 25}",启发生成（需人工审核）
0735_8730_04,影视节目资质认证合规,资质/许可/认证齐备,资质 / 许可 / 认证齐备,"{""资质"": 100, ""许可"": 62, ""认证齐备"": 25}",启发生成（需人工审核）
0735_8810_01,文艺创作与表演年服务收入,近12个月科研/服务收入,近12个月科研 / 服务收入,"{""近12个月科研"": 100, ""服务收入"": 25}",启发生成（需人工审核）
0735_8810_04,文艺创作与表演资质认证合规,资质/许可/认证齐备,资质 / 许可 / 认证齐备,"{""资质"": 100, ""许可"": 62, ""认证齐备"": 25}",启发生成（需人工审核）
0736_8399_01,其他未列明年服务收入,近12个月科研/服务收入,近12个月科研 / 服务收入,"{""近12个月科研"": 100, ""服务收入"": 25}",启发生成（需人工审核）
0736_8399_04,其他未列明资质认证合规,资质/许可/认证齐备,资质 / 许可 / 认证齐备,"{""资质"": 100, ""许可"": 62, ""认证齐备"": 25}",启发生成（需人工审核）
0741_7261_01,公共就业年服务收入,近12个月科研/服务收入,近12个月科研 / 服务收入,"{""近12个月科研"": 100, ""服务收入"": 25}",启发生成（需人工审核）
0741_7261_04,公共就业资质认证合规,资质/许可/认证齐备,资质 / 许可 / 认证齐备,"{""资质"": 100, ""许可"": 62, ""认证齐备"": 25}",启发生成（需人工审核）
0741_7262_01,职业中介年服务收入,近12个月科研/服务收入,近12个月科研 / 服务收入,"{""近12个月科研"": 100, ""服务收入"": 25}",启发生成（需人工审核）
0741_7262_04,职业中介资质认证合规,资质/许可/认证齐备,资质 / 许可 / 认证齐备,"{""资质"": 100, ""许可"": 62, ""认证齐备"": 25}",启发生成（需人工审核）
0741_7263_01,劳务派遣年服务收入,近12个月科研/服务收入,近12个月科研 / 服务收入,"{""近12个月科研"": 100, ""服务收入"": 25}",启发生成（需人工审核）
0741_7263_04,劳务派遣资质认证合规,资质/许可/认证齐备,资质 / 许可 / 认证齐备,"{""资质"": 100, ""许可"": 62, ""认证齐备"": 25}",启发生成（需人工审核）
0742_7264_01,创业指导年服务收入,近12个月科研/服务收入,近12个月科研 / 服务收入,"{""近12个月科研"": 100, ""服务收入"": 25}",启发生成（需人工审核）
0742_7264_04,创业指导资质认证合规,资质/许可/认证齐备,资质 / 许可 / 认证齐备,"{""资质"": 100, ""许可"": 62, ""认证齐备"": 25}",启发生成（需人工审核）
0743_7269_01,其他人力资源年服务收入,近12个月科研/服务收入,近12个月科研 / 服务收入,"{""近12个月科研"": 100, ""服务收入"": 25}",启发生成（需人工审核）
0743_7269_04,其他人力资源资质认证合规,资质/许可/认证齐备,资质 / 许可 / 认证齐备,"{""资质"": 100, ""许可"": 62, ""认证齐备"": 25}",启发生成（需人工审核）
081_02,农林牧渔业生态保护·生态补偿到账率,应补/实补,应补 / 实补,"{""应补"": 100, ""实补"": 25}",启发生成（需人工审核）
0811_02,农林牧渔业自然生态系统保护管理·生态补偿到账率,应补/实补,应补 / 实补,"{""应补"": 100, ""实补"": 25}",启发生成（需人工审核）
0811_7711_01,自然生态系统年处理服务量,近12个月处理/服务量,近12个月处理 / 服务量,"{""近12个月处理"": 100, ""服务量"": 25}",启发生成（需人工审核）
0811_7711_03,自然生态系统服务覆盖区域数,服务乡镇/区域数量,服务乡镇 / 区域数量,"{""服务乡镇"": 100, ""区域数量"": 25}",启发生成（需人工审核）
0811_7711_04,自然生态系统运营资质许可,持有运营/处置许可,持有运营 / 处置许可,"{""持有运营"": 100, ""处置许可"": 25}",启发生成（需人工审核）
0812_7713_01,野生动物年处理服务量,近12个月处理/服务量,近12个月处理 / 服务量,"{""近12个月处理"": 100, ""服务量"": 25}",启发生成（需人工审核）
0812_7713_03,野生动物服务覆盖区域数,服务乡镇/区域数量,服务乡镇 / 区域数量,"{""服务乡镇"": 100, ""区域数量"": 25}",启发生成（需人工审核）
0812_7713_04,野生动物运营资质许可,持有运营/处置许可,持有运营 / 处置许可,"{""持有运营"": 100, ""处置许可"": 25}",启发生成（需人工审核）
0812_7714_01,野生植物年处理服务量,近12个月处理/服务量,近12个月处理 / 服务量,"{""近12个月处理"": 100, ""服务量"": 25}",启发生成（需人工审核）
0812_7714_03,野生植物服务覆盖区域数,服务乡镇/区域数量,服务乡镇 / 区域数量,"{""服务乡镇"": 100, ""区域数量"": 25}",启发生成（需人工审核）
0812_7714_04,野生植物运营资质许可,持有运营/处置许可,持有运营 / 处置许可,"{""持有运营"": 100, ""处置许可"": 25}",启发生成（需人工审核）
0813_7715_01,动物园、水族馆年处理服务量,近12个月处理/服务量,近12个月处理 / 服务量,"{""近12个月处理"": 100, ""服务量"": 25}",启发生成（需人工审核）
0813_7715_03,动物园、水族馆服务覆盖区域数,服务乡镇/区域数量,服务乡镇 / 区域数量,"{""服务乡镇"": 100, ""区域数量"": 25}",启发生成（需人工审核）
0813_7715_04,动物园、水族馆运营资质许可,持有运营/处置许可,持有运营 / 处置许可,"{""持有运营"": 100, ""处置许可"": 25}",启发生成（需人工审核）
0813_7716_01,植物园年处理服务量,近12个月处理/服务量,近12个月处理 / 服务量,"{""近12个月处理"": 100, ""服务量"": 25}",启发生成（需人工审核）
0813_7716_03,植物园服务覆盖区域数,服务乡镇/区域数量,服务乡镇 / 区域数量,"{""服务乡镇"": 100, ""区域数量"": 25}",启发生成（需人工审核）
0813_7716_04,植物园运营资质许可,持有运营/处置许可,持有运营 / 处置许可,"{""持有运营"": 100, ""处置许可"": 25}",启发生成（需人工审核）
0814_01,公园管理面积,风景名胜区/森林公园管理面积,风景名胜区 / 森林公园管理面积,"{""风景名胜区"": 100, ""森林公园管理面积"": 25}",启发生成（需人工审核）
0814_7861_01,名胜风景区年处理服务量,近12个月处理/服务量,近12个月处理 / 服务量,"{""近12个月处理"": 100, ""服务量"": 25}",启发生成（需人工审核）
0814_7861_03,名胜风景区服务覆盖区域数,服务乡镇/区域数量,服务乡镇 / 区域数量,"{""服务乡镇"": 100, ""区域数量"": 25}",启发生成（需人工审核）
0814_7861_04,名胜风景区运营资质许可,持有运营/处置许可,持有运营 / 处置许可,"{""持有运营"": 100, ""处置许可"": 25}",启发生成（需人工审核）
0814_7862_01,森林公园年处理服务量,近12个月处理/服务量,近12个月处理 / 服务量,"{""近12个月处理"": 100, ""服务量"": 25}",启发生成（需人工审核）
0814_7862_03,森林公园服务覆盖区域数,服务乡镇/区域数量,服务乡镇 / 区域数量,"{""服务乡镇"": 100, ""区域数量"": 25}",启发生成（需人工审核）
0814_7862_04,森林公园运营资质许可,持有运营/处置许可,持有运营 / 处置许可,"{""持有运营"": 100, ""处置许可"": 25}",启发生成（需人工审核）
0815_02,管护经费到账率,应拨/实拨,应拨 / 实拨,"{""应拨"": 100, ""实拨"": 25}",启发生成（需人工审核）
0815_7719_01,其他自然年处理服务量,近12个月处理/服务量,近12个月处理 / 服务量,"{""近12个月处理"": 100, ""服务量"": 25}",启发生成（需人工审核）
0815_7719_03,其他自然服务覆盖区域数,服务乡镇/区域数量,服务乡镇 / 区域数量,"{""服务乡镇"": 100, ""区域数量"": 25}",启发生成（需人工审核）
0815_7719_04,其他自然运营资质许可,持有运营/处置许可,持有运营 / 处置许可,"{""持有运营"": 100, ""处置许可"": 25}",启发生成（需人工审核）
082_01,回收网络覆盖,回收网点数/覆盖乡镇数,回收网点数 / 覆盖乡镇数,"{""回收网点数"": 100, ""覆盖乡镇数"": 25}",启发生成（需人工审核）
0820_02,回收利用率,再生利用/回收量,再生利用 / 回收量,"{""再生利用"": 100, ""回收量"": 25}",启发生成（需人工审核）
0820_4220_01,非金属废料和碎屑年处理服务量,近12个月处理/服务量,近12个月处理 / 服务量,"{""近12个月处理"": 100, ""服务量"": 25}",启发生成（需人工审核）
0820_4220_03,非金属废料和碎屑服务覆盖区域数,服务乡镇/区域数量,服务乡镇 / 区域数量,"{""服务乡镇"": 100, ""区域数量"": 25}",启发生成（需人工审核）
0820_4220_04,非金属废料和碎屑运营资质许可,持有运营/处置许可,持有运营 / 处置许可,"{""持有运营"": 100, ""处置许可"": 25}",启发生成（需人工审核）
0830_0532_01,畜禽粪污年处理服务量,近12个月处理/服务量,近12个月处理 / 服务量,"{""近12个月处理"": 100, ""服务量"": 25}",启发生成（需人工审核）
0830_0532_03,畜禽粪污服务覆盖区域数,服务乡镇/区域数量,服务乡镇 / 区域数量,"{""服务乡镇"": 100, ""区域数量"": 25}",启发生成（需人工审核）
0830_0532_04,畜禽粪污运营资质许可,持有运营/处置许可,持有运营 / 处置许可,"{""持有运营"": 100, ""处置许可"": 25}",启发生成（需人工审核）
0840_0539_01,其他畜牧专业及辅助性年处理服务量,近12个月处理/服务量,近12个月处理 / 服务量,"{""近12个月处理"": 100, ""服务量"": 25}",启发生成（需人工审核）
0840_0539_03,其他畜牧专业及辅助性服务覆盖区域数,服务乡镇/区域数量,服务乡镇 / 区域数量,"{""服务乡镇"": 100, ""区域数量"": 25}",启发生成（需人工审核）
0840_0539_04,其他畜牧专业及辅助性运营资质许可,持有运营/处置许可,持有运营 / 处置许可,"{""持有运营"": 100, ""处置许可"": 25}",启发生成（需人工审核）
085_02,监测检测资质（CMA等）,是否持 CMA/认定资质,是否持 CMA / 认定资质,"{""是否持 CMA"": 100, ""认定资质"": 25}",启发生成（需人工审核）
0851_7461_01,环境保护监测年处理服务量,近12个月处理/服务量,近12个月处理 / 服务量,"{""近12个月处理"": 100, ""服务量"": 25}",启发生成（需人工审核）
0851_7461_03,环境保护监测服务覆盖区域数,服务乡镇/区域数量,服务乡镇 / 区域数量,"{""服务乡镇"": 100, ""区域数量"": 25}",启发生成（需人工审核）
0851_7461_04,环境保护监测运营资质许可,持有运营/处置许可,持有运营 / 处置许可,"{""持有运营"": 100, ""处置许可"": 25}",启发生成（需人工审核）
0852_7462_01,生态资源监测年处理服务量,近12个月处理/服务量,近12个月处理 / 服务量,"{""近12个月处理"": 100, ""服务量"": 25}",启发生成（需人工审核）
0852_7462_03,生态资源监测服务覆盖区域数,服务乡镇/区域数量,服务乡镇 / 区域数量,"{""服务乡镇"": 100, ""区域数量"": 25}",启发生成（需人工审核）
0852_7462_04,生态资源监测运营资质许可,持有运营/处置许可,持有运营 / 处置许可,"{""持有运营"": 100, ""处置许可"": 25}",启发生成（需人工审核）
0853_7463_01,野生动物疫源疫病防控监测年处理服务量,近12个月处理/服务量,近12个月处理 / 服务量,"{""近12个月处理"": 100, ""服务量"": 25}",启发生成（需人工审核）
0853_7463_03,野生动物疫源疫病防控监测服务覆盖区域数,服务乡镇/区域数量,服务乡镇 / 区域数量,"{""服务乡镇"": 100, ""区域数量"": 25}",启发生成（需人工审核）
0853_7463_04,野生动物疫源疫病防控监测运营资质许可,持有运营/处置许可,持有运营 / 处置许可,"{""持有运营"": 100, ""处置许可"": 25}",启发生成（需人工审核）
0860_7726_01,土壤污染治理与年处理服务量,近12个月处理/服务量,近12个月处理 / 服务量,"{""近12个月处理"": 100, ""服务量"": 25}",启发生成（需人工审核）
0860_7726_03,土壤污染治理与服务覆盖区域数,服务乡镇/区域数量,服务乡镇 / 区域数量,"{""服务乡镇"": 100, ""区域数量"": 25}",启发生成（需人工审核）
